condition,inherit_prob,replicate,baseline_replicate,baseline_run_seed,information_observation_seed,permutation_root_seed,permutation_stream_index,n_information_permutations,state_path,rng_state_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
control,0.6,13,control_p0.6_r13,818315883,3942399926,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_13.npz,results/phase4_core/states/control/p0.6/rep_13.rng.json,f5a3c28d84f1c0d5426d713ec945bb58cc9b745fdab21f3a0f16d10409a768f7,398870c14674142e6803660a7aadc76eb92d15db3da5587252fdf9dbeb763265,27.115625,0.08177103835866242,0.1328073329026133,0.2792545217941642,0.2799279882609913,0.0029083258414637696,-0.0006734664668270884
control,0.6,14,control_p0.6_r14,445403607,2709840875,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_14.npz,results/phase4_core/states/control/p0.6/rep_14.rng.json,3bdeb9747aa607ee631964bc1c8fce9b1ae2bcd1459a31d990fb18a75a713e07,0649c327cbda828bc718818cb6e0e819c0e953562ce9c2d724583bfa57fc453e,26.79765625,0.08235668900343668,0.13751938512401488,0.2784163967330324,0.27916161630576847,0.002604694085851667,-0.0007452195727360444
control,0.6,15,control_p0.6_r15,1713809039,3741371586,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_15.npz,results/phase4_core/states/control/p0.6/rep_15.rng.json,018b2742bd255fcf67b6a9a56afe7b24cbd176e33e7488c7f358cd8926f84ea1,ccf635c599159596be217961c2281e01e343b0c13996ff7ea232135f499e4f99,26.83984375,0.07977905752457223,0.11261427315914482,0.28491521278599496,0.2820088253775526,0.0025374864104707184,0.0029063874084423458
control,0.6,16,control_p0.6_r16,2613123428,268052707,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_16.npz,results/phase4_core/states/control/p0.6/rep_16.rng.json,017edd33ac283f1796cb537a3c8e75e2562e66c2080c78ed02c5c63623118b88,a9a051a9c0dd49bc053b52541e7ee3a0b77fd1b0d7ba0fc639d334b64792a233,26.315625,0.08207001364051761,0.14205447610621483,0.27612919061851354,0.27905072376325907,0.002767803830894768,-0.002921533144745525
control,0.6,17,control_p0.6_r17,4096111621,165261634,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_17.npz,results/phase4_core/states/control/p0.6/rep_17.rng.json,fb3c5e0b6b54a6b432101fb52959356bd6ba73a041d6cff11cb806d75ed7d923,799a24e9bf2db5e74a5613907e0d88e05a06a40d3cd7cf4f702357f4b32582bf,26.759375,0.07507099416522929,0.11550689038578894,0.28234212612839915,0.28105290223121776,0.0027956139873971794,0.0012892238971813907
control,0.6,18,control_p0.6_r18,3225458171,3986950126,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_18.npz,results/phase4_core/states/control/p0.6/rep_18.rng.json,7bcd4152d843b69aba712158eebcac1eef2ba87f2ee88fc02197f8c63353ef47,2a5617b42762c7212d54e48fb026540e7f1f6d16f8d7ba661b4a844ea762652c,26.92109375,0.08070193816743437,0.1394549175638321,0.2773044538476152,0.27952990992074533,0.002906963676167018,-0.0022254560731301276
control,0.6,19,control_p0.6_r19,1929940855,2777547611,2026073104,0,200,results/phase4_core/states/control/p0.6/rep_19.npz,results/phase4_core/states/control/p0.6/rep_19.rng.json,475998526b7ac4b54bcbd5383e6ed69f5af6730117d70fbe6c795cb1f50d3282,8bf2b2d3457ef693f49b286bf23d88c9bf8b45a22f005046d38fd7f9e0d23711,27.18359375,0.08378012226503458,0.13647793762134122,0.2823854609130015,0.27939294390585534,0.002854842103439161,0.002992517007146145
control,0.7,0,control_p0.7_r00,1742952127,2184304139,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_00.npz,results/phase4_core/states/control/p0.7/rep_00.rng.json,42dcadd170a845657cab999f961f470ae1cc07a538ce470642b0edefb69d8c10,a1945bb0090a980d21495afdf7622e96c994419dafa559c24300065c77f8f923,27.13984375,0.09527665817796133,0.191096074344624,0.27382711460012005,0.27467436160751235,0.0029100404071854408,-0.0008472470073923044
control,0.7,1,control_p0.7_r01,2982212029,1284302408,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_01.npz,results/phase4_core/states/control/p0.7/rep_01.rng.json,5f45cd2270bcbc0b21feed43350e0fa0ba9939ef4b3b0a70da9eb2cf0942cd2c,955d7c824ef457cee8855e19b665c6789c550bb82b52e9b8c1cd0e4a3dd17e60,26.98203125,0.09930723206742688,0.20770962142324076,0.27063710416506875,0.2735639028526002,0.0024425070052262188,-0.002926798687531429
control,0.7,2,control_p0.7_r02,3194573016,1454805042,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_02.npz,results/phase4_core/states/control/p0.7/rep_02.rng.json,f4992bf6e8b39c92c6a10e363b64e30374f530010e0d3e9e8ea478f09af64272,5c7ca9d983700d0b86ea0536324f3e6f25346568f3d6221bf4f23a92362a9595,27.0265625,0.10822563718877626,0.2425161599499815,0.2724670215111545,0.27019272551679235,0.00278534489444171,0.00227429599436213
control,0.7,3,control_p0.7_r03,1571157177,346294526,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_03.npz,results/phase4_core/states/control/p0.7/rep_03.rng.json,cc08ea958695cd54180cf7afdb6bd9aadecf37bbe0315c8500f18b269c0d9cec,1ad6dd77200d0765dff8ff1c322cf4f2857e9b156a4e5d509f4d2296552c76f0,27.42265625,0.10324219202403064,0.20098832866486618,0.27226332673916775,0.27319631458921195,0.0028911966268014076,-0.0009329878500441979
control,0.7,4,control_p0.7_r04,3723460104,791024550,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_04.npz,results/phase4_core/states/control/p0.7/rep_04.rng.json,cfc599adcf2ba27e31c6f4d291e5598420a8c9f2ff438b36646edd2ffc6c9184,3618986b40b7b8c2e969ab7199c65326d79823f5e084161a1f5c73474b3805ab,27.15234375,0.10562225609028134,0.2274597026273512,0.2696506801725637,0.27209153141996334,0.002736685606050354,-0.0024408512473996224
control,0.7,5,control_p0.7_r05,519855623,4105396311,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_05.npz,results/phase4_core/states/control/p0.7/rep_05.rng.json,eaafdc96d57d5f9dbeebc32ef55b48eb89b4543ab9c9978991cfb6f2a9eafd52,310e926323f5b6afb9856f0e8ae46f9ba47828cb1a8bab99465033d09135ada3,27.39921875,0.10754652954218219,0.2254255627174585,0.2752113663276463,0.27160995335358384,0.0026955262631475074,0.003601412974062468
control,0.7,6,control_p0.7_r06,3989855636,2695630940,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_06.npz,results/phase4_core/states/control/p0.7/rep_06.rng.json,345cc13d209da8e25b5dd738305a4c2a437ee761eb93d3ca47db8f29b23b72c5,84dd35de69bd1653e373278173ae7d18423a017b4d41392f43f76824b16477ad,27.5203125,0.10048421733728821,0.2005120320015108,0.2757707829049062,0.27420706098415465,0.0028370594346400256,0.0015637219207515485
control,0.7,7,control_p0.7_r07,2166863087,771112773,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_07.npz,results/phase4_core/states/control/p0.7/rep_07.rng.json,71a324249e7e01edbaaeb97aa08bde7a676aa5e2861a879bcd75d692e0eaea81,92e07db9f12ce33f246a664cc0f6089226bf14dc90c25066fe21f87a7faee0bf,26.746875,0.09944791781973251,0.19920795884345088,0.27520847749842137,0.2737849669808214,0.002915446732312589,0.0014235105175999796
control,0.7,8,control_p0.7_r08,2288487468,603217869,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_08.npz,results/phase4_core/states/control/p0.7/rep_08.rng.json,ba89377575cc32fdcae4b4ddea9915c7721d154c6ca5b5159fb16a117a97ea87,4bc8e8c81294770654dac9bf0cc0a6cf82c31f5f19f2d99f08cbe700d06a2a08,26.56875,0.1080906281193546,0.22704810445793913,0.2699239020594678,0.27199165046257145,0.0029226678609804322,-0.002067748403103642
control,0.7,9,control_p0.7_r09,2474237369,1339553950,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_09.npz,results/phase4_core/states/control/p0.7/rep_09.rng.json,3290f791e8a6f17d7f8b13c4cbef8db06eb723cff19132286c7b414009006f05,2e8de71649be121afd0f85e104d5c2442f85660a710c1bb7956e00e2ef7c1d0b,27.4296875,0.09395268191641071,0.18030881501094992,0.27468319451038,0.274570679189709,0.0025250141405691005,0.00011251532067096948
control,0.7,10,control_p0.7_r10,628080611,3812233866,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_10.npz,results/phase4_core/states/control/p0.7/rep_10.rng.json,bd8225931c37b9dec997ec8fcc28d7dad13bf1ed7eb4bd564c14630f571126d4,06c1e576bc0e89496f62318fef5c245c21f9ec39e1a3cbcfbd89ef3fbc3a9903,27.54296875,0.10212068905120739,0.19580936347975356,0.2763185810383416,0.2751126690387623,0.002788553646579352,0.0012059119995793122
control,0.7,11,control_p0.7_r11,2391120781,421001018,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_11.npz,results/phase4_core/states/control/p0.7/rep_11.rng.json,c264899414249a159fca7f1a2be608b7763690111a613619ef8867416a818218,0a50b5961995741377262830b006bfdb2a4406a48ff3d2b5f5148a1fcc3e0bc8,26.89609375,0.10413615304018316,0.2076105987700027,0.27136306330368354,0.27465434031582603,0.00250806404892105,-0.0032912770121424906
control,0.7,12,control_p0.7_r12,1701431295,1209575193,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_12.npz,results/phase4_core/states/control/p0.7/rep_12.rng.json,32ab00bdfecf51003d82586b51e1b610c1715ae0b26d2daea55deb99104d4225,0c0df79eabaf7a05a62fe54170d24eef32c1c4be009fc0dff211e33383699824,26.73984375,0.09643160989022101,0.1916197648853183,0.2732820623892285,0.2752241221012678,0.0023812362234499366,-0.0019420597120393124
control,0.7,13,control_p0.7_r13,3119881695,435970338,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_13.npz,results/phase4_core/states/control/p0.7/rep_13.rng.json,1987e7bf1207f1f557eeb3bfc91ec88725df4944ca982dd2dcc10fda14a330a7,10a0b6752d9a581eece5562b73160f48fe8d1288bd1a4adc420bb5854296758e,26.9546875,0.09612349443777081,0.18181866441636335,0.27670334280363645,0.2755695402789029,0.0028297207460421495,0.0011338025247335515
control,0.7,14,control_p0.7_r14,3332569009,149200840,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_14.npz,results/phase4_core/states/control/p0.7/rep_14.rng.json,e4b2ea7cd3d491610a25b5a9fffb405451373ff0ca44ed709c15881e79e3b7b3,07916ef41014cd854caeba34974da18095fa5226a90fce3bbd351f517e9df7cc,26.90390625,0.09663977694039474,0.19760135243194146,0.27309753162767103,0.2741473443153546,0.0027476431074314684,-0.00104981268768356
control,0.7,15,control_p0.7_r15,2341237257,4060276247,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_15.npz,results/phase4_core/states/control/p0.7/rep_15.rng.json,7a3329f7e9e3ad1e57e023a7175eaa5d3282507b985c8e26cd5dac0b915d8438,476e7b6d0d0d77136530aa319f4a2bd1c4f1269705f2c130fd2d87c67565b18a,27.10703125,0.09476186563619421,0.18056828294733165,0.27929977085331004,0.2751264052161774,0.00276089777611914,0.004173365637132609
control,0.7,16,control_p0.7_r16,2395725026,666815070,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_16.npz,results/phase4_core/states/control/p0.7/rep_16.rng.json,b3d4d494ee9189a07ed1479a28a6d4df3671a5ff21982028ca2f588e652ee5b6,649c76e0ff71c262c4b3b644593d16e7ee826cbcb579a6c179ea17e512b354c4,27.084375,0.09966688046562301,0.1915226321398448,0.27806842409713534,0.2742596367777286,0.0025961179900711347,0.003808787319406759
control,0.7,17,control_p0.7_r17,1090693834,1182650765,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_17.npz,results/phase4_core/states/control/p0.7/rep_17.rng.json,739a2542eaad532fbfc1a32127e75854c8ff9b44fa47d496ef40d725b87912ad,d229360614536ef9a8f526be24bde334962950869b1964459d228fb8b1f55937,27.7109375,0.101279371516489,0.2046109509073928,0.2761728927552667,0.273978085548843,0.0027671311237387757,0.0021948072064236768
control,0.7,18,control_p0.7_r18,3546494069,521192787,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_18.npz,results/phase4_core/states/control/p0.7/rep_18.rng.json,01a48d9f6883aeac6c5b4084c75035b56eae77a949179ecd34d6e07ed00a0fa2,5ee4cb1cbfa8c97b637348a7d9d659cd8da8c9272b6efdf9c0fbff6c0573c579,27.24453125,0.09273673639002718,0.176586823736891,0.2752621215992261,0.2754475051808637,0.0027301057513580574,-0.00018538358163761037
control,0.7,19,control_p0.7_r19,3598236820,3386191563,2026073104,0,200,results/phase4_core/states/control/p0.7/rep_19.npz,results/phase4_core/states/control/p0.7/rep_19.rng.json,2f926d672f4528e36f8edd842cddfac6d0386922d69c32a0be64d33b75f92689,f9e30a906660356be70875e3fedc77691baa9535c55d3d08965d3c802b34b403,27.16640625,0.0906134357193048,0.16788581712331763,0.2693063183737701,0.27533140335387796,0.0024634884198475593,-0.006025084980107842
control,0.8,0,control_p0.8_r00,2181004317,1349597951,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_00.npz,results/phase4_core/states/control/p0.8/rep_00.rng.json,4316603d04214134f3f7e283847825f3b36ef346a85f719108cb315f19f73208,1955451f9e031bf3cb0e59b228cbf4a3bf21f4b976aacc11004f977b2d3677b7,26.79453125,0.13103285815862636,0.3317228803456047,0.2597795856069638,0.26090133282294153,0.0028472810701173873,-0.001121747215977742
control,0.8,1,control_p0.8_r01,1139065349,357349681,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_01.npz,results/phase4_core/states/control/p0.8/rep_01.rng.json,0efd758a5172aca97d300dc35e2a3757699cd7f0787de44f5cfd0f957e6e8d28,a7de1f595ef5d635589d377671332f61862f2602fefca39f7b71815432ef3b1f,26.734375,0.12365826899813157,0.29963049235567857,0.2607037167155037,0.2633870239488601,0.0025186230010345746,-0.0026833072333564134
control,0.8,2,control_p0.8_r02,3393826305,718469831,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_02.npz,results/phase4_core/states/control/p0.8/rep_02.rng.json,1336689571175a167fdec748e65d8589ba8c1cd9a0d38ecb589e586a426689cb,14bac4d94eb48f1a5b26312c4e814cfd827a6e644f1f9e70c5b6123d4a2531f9,27.1375,0.13134839386198066,0.30505309193340213,0.26450951691172014,0.26479658143084167,0.0024231872286723144,-0.0002870645191215271
control,0.8,3,control_p0.8_r03,3152041068,2263037322,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_03.npz,results/phase4_core/states/control/p0.8/rep_03.rng.json,7ce63d18304dbd510c23bce85c51d6d68d81e079daa8b808c5787027b8a2c088,bd027629e9f8f3207cee122aa700b05ff894249348c4338fb2de2ab4d5b1eeaa,27.525,0.12095036363228083,0.2801944864779268,0.26485047022151614,0.26595337690573495,0.0028332549685569056,-0.0011029066842188073
control,0.8,4,control_p0.8_r04,2455289929,2793282665,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_04.npz,results/phase4_core/states/control/p0.8/rep_04.rng.json,ecd7afc3e0ee259e683648d3a2cd6e83ac3abaa9040c58216d477a5a4df41902,2115e9a81b3da9c93716ac7ba59cceae162b5845064e4f04dbbd5b19c468e60f,26.74765625,0.12899108541097143,0.310580786345044,0.26092577621542046,0.26361338040111437,0.002685450017581438,-0.002687604185693915
control,0.8,5,control_p0.8_r05,2746772290,751203758,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_05.npz,results/phase4_core/states/control/p0.8/rep_05.rng.json,c9ea8ff83c25087e4e1e9beed4f3d3912ff713f24e91593f04b3b5c5c421f115,42c5f148d9d73d12c67311d8d8d8342c5da53cb04ca82677bcb4bdb8a6ed661c,27.26640625,0.11717269248901722,0.2835774756462718,0.2615703809951627,0.26571932300207124,0.00293489228265487,-0.004148942006908518
control,0.8,6,control_p0.8_r06,259258397,664568763,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_06.npz,results/phase4_core/states/control/p0.8/rep_06.rng.json,773b6a86b57361fd342f8cd8a593ccad32b4ab7c72a1abaf9414f73570aa68af,67086f4759e2db8949640e6cbe288f28852ff7ecba5c52552c562c55efdffd54,27.88828125,0.12013690336323748,0.2786660590443854,0.2688897502604045,0.2650209984188927,0.002572449493379254,0.0038687518415118083
control,0.8,7,control_p0.8_r07,575092919,115265280,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_07.npz,results/phase4_core/states/control/p0.8/rep_07.rng.json,e8789ad882e9fd7e5efdd4320e749e297dcb4eb7b51854a22dc943df7f137ae1,938b2f93a4aa047cba8f1ded25cc4a8ce1fe0228cf3058713ac71704e3c1c653,27.053125,0.12771316668821234,0.30433251636505976,0.26386182436583605,0.2642423931142086,0.0025175611379482095,-0.00038056874837255616
control,0.8,8,control_p0.8_r08,1083574650,591203281,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_08.npz,results/phase4_core/states/control/p0.8/rep_08.rng.json,27a969ebddc90c4887322c85cb15837ccfa0608fd331d3229d69c3652ba9df20,7ab82255dec01bb944f2f0ddc415f1db4082a4a80e1a7124c42740f307ee6852,26.7125,0.14029664197921302,0.3461071716016296,0.25834284007134223,0.26122514779334133,0.002565825879089147,-0.0028823077219991
control,0.8,9,control_p0.8_r09,3394910927,344300329,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_09.npz,results/phase4_core/states/control/p0.8/rep_09.rng.json,3dfeb2c217b14854f2ab6664145707b09a27aa041f70ebed8b9400d0e13b6471,a0640cb9e99676c7e3a5454144f9b98edeb6c3cc90fe69d7e2ce9b79638ba2e1,26.7296875,0.12905245044673536,0.3021986611886518,0.2636611019654962,0.2626476671502972,0.002805182215617543,0.0010134348151989991
control,0.8,10,control_p0.8_r10,1593808494,3897856204,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_10.npz,results/phase4_core/states/control/p0.8/rep_10.rng.json,ab1bb5a7e66ced1c4a095a37b955b0ded82d672c7b0eb40a53e8460df426bd3b,c6c1409688938138b1a38df3a58fcbc5c5b1d49b4c36ed72a37c80e9aae85326,27.40234375,0.12343025406457345,0.2762872539427368,0.26774401048695484,0.26622509125296695,0.002963460403914465,0.001518919233987892
control,0.8,11,control_p0.8_r11,381487154,2117693653,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_11.npz,results/phase4_core/states/control/p0.8/rep_11.rng.json,f96e8882bfdefc099fd2efc6cc712a27567b98723c9ba430c6ea0216ce30f498,3d2e54bfeba6ad98a2d3614188ce8a239038871a568b5f53ebdaa9e870e73019,27.6328125,0.1315389813355219,0.32679344268895083,0.25805645911255326,0.2631684863593628,0.0025985759600567707,-0.005112027246809536
control,0.8,12,control_p0.8_r12,535468972,3614683168,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_12.npz,results/phase4_core/states/control/p0.8/rep_12.rng.json,ba2af98469ca9693101968f6e37927a7fc4f1aa56dab225f6be79674a5299bdd,c21cb3d6aa0c7d25373cdf559f56c394bf60bb2250647b77e66094ad59e9db2a,26.53984375,0.1404664056044739,0.3436134177145813,0.25935992831684396,0.2618050495554898,0.002707836818842065,-0.00244512123864582
control,0.8,13,control_p0.8_r13,667228268,1333577715,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_13.npz,results/phase4_core/states/control/p0.8/rep_13.rng.json,697c090c114c0928d1b39327db25ab1f9486f76cbf1eba383d19a23e0c577c0f,a0a75755ed331bb0ece2d768b6cc0b5fe39d30bdb36b246968c6479643ab1a7a,26.77890625,0.11801932654431616,0.26808159200106285,0.26599624205953304,0.26609107205733884,0.0025933307658976006,-9.482999780580093e-05
control,0.8,14,control_p0.8_r14,1742350564,2096751227,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_14.npz,results/phase4_core/states/control/p0.8/rep_14.rng.json,5e5fd80f8c31554e4258681d41c957db91a50d4366a70e300f3fcc06d9b49f6f,f908cf98c32d18e83cfd78c9e62c71738cba1800d0dcdca69c0d2d142bba2eb0,26.19765625,0.12133749792069745,0.2709254200048977,0.26997957465500655,0.2665136563079967,0.002590481692519002,0.003465918347009822
control,0.8,15,control_p0.8_r15,1511808806,1413260310,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_15.npz,results/phase4_core/states/control/p0.8/rep_15.rng.json,e2875f673a994c22112718fd11b6bee717afed726220c3469031f391d5e8d510,c313bd42f21dc9d56d759c738c93d680ea3ad030982b9652f14ae054e79636d5,26.2625,0.12214471499562134,0.2770745265288402,0.2658999963340499,0.2652890951827008,0.0026998527109284493,0.0006109011513491525
control,0.8,16,control_p0.8_r16,175587956,1627177007,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_16.npz,results/phase4_core/states/control/p0.8/rep_16.rng.json,505c0aeff6530837f2278407f7446876bd43384631b34c235c265ba2b87925ea,053b8bc8a3cf37a979481977c5464c94d23c829e9a9c8982bdf09ee7c3589558,26.80625,0.13483828600046305,0.31592595370941073,0.2630132236420665,0.26215243880305983,0.002681426662695552,0.0008607848390066453
control,0.8,17,control_p0.8_r17,3891993430,2942892661,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_17.npz,results/phase4_core/states/control/p0.8/rep_17.rng.json,38a7d151c4a99ce82df6cd13cf92ca7a4b10283536f9b70a0566dae6b2838f26,b4ed370d4f34772669eb83a011a742c4c5cd7a7ad13ff5e9b451be3628cb6300,27.47265625,0.13929455371736765,0.3531040936689549,0.2629530631033731,0.26335505985298896,0.0025758152488183773,-0.00040199674961588494
control,0.8,18,control_p0.8_r18,1971247988,1871565443,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_18.npz,results/phase4_core/states/control/p0.8/rep_18.rng.json,e927d2a24bcf828981554e237decdd979076fce78ea9df332b7817d7b6c0c56d,d2d7c618d6ab44e7ced4acb2bbcdf1439163349c2aefad89212a99a903925373,26.59140625,0.1391457680928168,0.3518834391167517,0.2625340576730781,0.2598976202664528,0.0030235818435920742,0.0026364374066252805
control,0.8,19,control_p0.8_r19,1175326144,4281511616,2026073104,0,200,results/phase4_core/states/control/p0.8/rep_19.npz,results/phase4_core/states/control/p0.8/rep_19.rng.json,a4d9ef6c63b3b56d5ef5b17fd82ea617c201e2ef9f42b7743c94080e35ab111f,a95f52296657209f34997e838343c249020c5fc30ecc453be99eee096a3cdf37,26.57890625,0.1271749046513682,0.2907023796265308,0.266625251499527,0.26533984749741635,0.0027315974362679997,0.001285404002110635
control,0.9,0,control_p0.9_r00,1012495733,1157818968,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_00.npz,results/phase4_core/states/control/p0.9/rep_00.rng.json,48dd19dbb8324601e8ca9806443a65caf4bbc17ef068bf02281115725025e35f,faed94a92310996ff5733bba507b32065cd91f13f38917d9d8cc655f7d56f775,27.05078125,0.19652703983976677,0.580744433880525,0.22833427407465823,0.22938240311907943,0.002550278787883579,-0.0010481290444211977
control,0.9,1,control_p0.9_r01,2999621308,209847993,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_01.npz,results/phase4_core/states/control/p0.9/rep_01.rng.json,35cac3c11a935dfccf9e33f1f61ed3ac4ef2ad3d3e679afccbb596c4b33e08fa,358e4ac0d5f677c5c2fb326e6fff7459aef2c8848d0d4afbf29a477ca34a13ed,28.10546875,0.22754161303503886,0.7201611975457112,0.2191020472493925,0.22075032698658142,0.0023717808420947203,-0.0016482797371889235
control,0.9,2,control_p0.9_r02,2400731145,2756801446,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_02.npz,results/phase4_core/states/control/p0.9/rep_02.rng.json,3723ae025e4f7812b5cb29e2511dec9d9479c71941eff3fbdea58e6d5ae6912c,18e21d1e3e13c93f7de0f9686d025808c4d46cc5c889101f2115e279926c2ba1,27.30078125,0.2525801193701115,0.7781505399269346,0.21666385094753737,0.21372835104300292,0.002154171415230351,0.0029354999045344554
control,0.9,3,control_p0.9_r03,3672670023,1382106046,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_03.npz,results/phase4_core/states/control/p0.9/rep_03.rng.json,0fe5ca87806105bfba6d19f35704e8590958a80f3b382fb935c680e98e5df26e,9fd8b6a2115e103b90e462e1d804cbee6f00d6c8efdeaa916521608d340e5bff,27.078125,0.21366277504643805,0.6289762939036285,0.23429301507381672,0.23529695890663735,0.0025774494136671993,-0.0010039438328206252
control,0.9,4,control_p0.9_r04,4239309068,1990649136,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_04.npz,results/phase4_core/states/control/p0.9/rep_04.rng.json,8deed33dcd65ff62dcc5509d2fc1e344f237d0ec6b799794e6a9e744ef2cfed7,8efa5fba960260d15a111b4edf1d07c08e9877e49ea86819b07af853c69912bd,28.22734375,0.20549794066444702,0.6000194037256446,0.23722389183890774,0.2374349727672889,0.002564718254221466,-0.0002110809283811521
control,0.9,5,control_p0.9_r05,2329578853,3247641925,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_05.npz,results/phase4_core/states/control/p0.9/rep_05.rng.json,ccb62030704e10257789b16f462d988dcd38d9060cdf84c64993389fdaeb77e1,d092293ffd76f7be438ac62eff90615ee653d045287d443f8dae1038c816a27c,27.48671875,0.20220887403275856,0.6016127338911152,0.23134264401919763,0.23160814045458722,0.002427060333684834,-0.00026549643538958945
control,0.9,6,control_p0.9_r06,3694585140,3675065898,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_06.npz,results/phase4_core/states/control/p0.9/rep_06.rng.json,1ca4f49faac8358878eeb0ccf435589b092f23a86f30a5468dc8c1f618fe6e92,6eb682ff9ed36d13997fa91f551cb42ed34edaf660f8d4c183c79963e9d9a839,27.35546875,0.1957823032926453,0.5907040168710609,0.2290380317238608,0.2290989185705422,0.002466253696338389,-6.088684668140165e-05
control,0.9,7,control_p0.9_r07,2972606565,2944579672,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_07.npz,results/phase4_core/states/control/p0.9/rep_07.rng.json,6f8646115caacc02a01f2d39df76bf785facfa4113f42bd6a5766fdd85b0b1c2,e5c8b968fe932982bbbe2673db56208f2dc3779df069e68246cce39bb8ae5d9c,27.24140625,0.2225168955437594,0.6745295467717257,0.22471746012737587,0.22693026363450905,0.002379160417288199,-0.002212803507133182
control,0.9,8,control_p0.9_r08,2882635599,1208647143,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_08.npz,results/phase4_core/states/control/p0.9/rep_08.rng.json,96af90ac10d6bae9fe8727106ff0839c4a77378f64641d7c66ef8c6c17245233,7e248a602b7e3e551a6a5ce0e7bda3bbc0da1e9aeedd493ab5846ed0a65069e9,27.01171875,0.2212594720145757,0.6471727996950629,0.23160570404631453,0.22906781441155055,0.0023546644056641063,0.002537889634763979
control,0.9,9,control_p0.9_r09,1021638250,2924911504,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_09.npz,results/phase4_core/states/control/p0.9/rep_09.rng.json,14d68d32ff278213853b48016c6d6e691019e0e2d968c86d93fb8e464001108d,d9ad2573fcd0e407486766e5fa2532e5b877772aa7a8428642b2ec007ac824bb,27.26953125,0.21195982301456087,0.6524528928674409,0.22163996770414995,0.22601957838422654,0.002276727431203089,-0.004379610680076584
control,0.9,10,control_p0.9_r10,4121379877,1108800039,2026073104,0,200,results/phase4_core/states/control/p0.9/rep_10.npz,results/phase4_core/states/control/p0.9/rep_10.rng.json,33caa2c1b5a738ab5ec848ca42fcc956a4f68c106a0bc207a50e3876175570f2,5cc5855d3c31b019a243d2b93446abb2c3721b2d3a0782a7d0b0bdde7131e2b2,27.33828125,0.1739841077545773,0.5076314615617109,0.23696414946439354,0.23910507502150524,0.0025128726975272376,-0.002140925557111706
