condition,inherit_prob,replicate,baseline_replicate,baseline_run_seed,information_observation_seed,permutation_root_seed,permutation_stream_index,n_information_permutations,state_path,rng_state_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
selective,0.8,5,selective_p0.8_r05,1354326022,2336218301,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_05.npz,results/phase4_core/states/selective/p0.8/rep_05.rng.json,a016a86fdff4f2a58af8e20197108be82061d1919c8d169a329885760bff7fa3,3a26f099e23100eb249fc5bbba307352bbbd5aca6b867207935f1eb77d9e27be,33.31953125,0.29615155810261456,0.2696961815285545,0.48634791608758404,0.268450287461743,0.002850456621955994,0.21789762862584106
selective,0.8,6,selective_p0.8_r06,3284771795,2592848654,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_06.npz,results/phase4_core/states/selective/p0.8/rep_06.rng.json,22e66f408878594caf30adc3db715bb35b6069811fb4d43e8c3d2b8ffde65cd3,3b0a45fa6069165526bcf52f371887ec62c020dbfe46d39137be0e0038eb6434,33.0859375,0.28764103753676296,0.27059692080380615,0.4804940275722013,0.2713332746149983,0.0029087386281753873,0.209160752957203
selective,0.8,7,selective_p0.8_r07,355286998,2627453037,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_07.npz,results/phase4_core/states/selective/p0.8/rep_07.rng.json,c1b27340b63722cb3534c09ba75bfaf81ffe539b329fa99e07ac40eb0bc836e4,e8921c7f3d7cd119a2bb57bb76cb67daf4980836aeaa4dd66dd6a270f3c7e3a6,33.090625,0.32853061547597096,0.31860161726984815,0.5014755781719208,0.26853153925005707,0.0025727805883921187,0.23294403892186372
selective,0.8,8,selective_p0.8_r08,3713295173,1994234857,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_08.npz,results/phase4_core/states/selective/p0.8/rep_08.rng.json,e478d0e3b0a2956d9c6ffe139e2e1943be58c6836df8ae5e5384c444011a0224,e616220802b7e2ff22ca63f794724fb05951dbd3f0ea531c22ca362a7c3c0ae2,33.18203125,0.3187483591079473,0.3316617821218028,0.49364924301190427,0.26679067132830636,0.0026917541829962746,0.2268585716835979
selective,0.8,9,selective_p0.8_r09,3312620478,2761969080,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_09.npz,results/phase4_core/states/selective/p0.8/rep_09.rng.json,b91edcadd274ac1973c799aa595ec97a9e7b48b54754cd9752ece1d0b672ac9f,717fb156536e10a228a108d7e6642467966e17a0f9789adb607539f3c5d7c30b,33.26875,0.30268361640919694,0.30065577480732697,0.4831393320389009,0.2674895705097239,0.0029133607346370897,0.21564976152917703
selective,0.8,10,selective_p0.8_r10,2276814929,1802555616,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_10.npz,results/phase4_core/states/selective/p0.8/rep_10.rng.json,a472896435a66be7788cdaf339499b449994f95a6ab3931853fa0ff85e9357ee,81c9e6da703016fe8d7008c2f61bb228434c8c8ad8d0c2b876f257f744acf850,33.025,0.3049179253936093,0.3283169083067793,0.4855313276335978,0.2690878984049727,0.002799336563430093,0.21644342922862508
selective,0.8,11,selective_p0.8_r11,2989771277,4118814353,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_11.npz,results/phase4_core/states/selective/p0.8/rep_11.rng.json,a8e3def1709c995ca6b4bd1c5fe2fe0d01a08221f4ef21c1e75e3c63143d8184,ac33c79b8949665a5d663f803b26574777d102d9f852464f7107825861d574aa,33.3578125,0.3020551047389972,0.30857423164721914,0.4908240758074672,0.26933528834624454,0.002633984419750949,0.22148878746122264
selective,0.8,12,selective_p0.8_r12,1935911526,3765099656,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_12.npz,results/phase4_core/states/selective/p0.8/rep_12.rng.json,2f14d9feca158f6100ae07a2e216b302dd8ec353f4f9887ba8d91960633b6444,af3ce813f9375381cb459fb47f061f9a59e4ae40004f01370d0abd9a9f11a2ef,32.7703125,0.31006438396230185,0.31995436856780884,0.48644228992512956,0.2671370238504816,0.0026801003547542585,0.21930526607464795
selective,0.8,13,selective_p0.8_r13,461964484,567080463,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_13.npz,results/phase4_core/states/selective/p0.8/rep_13.rng.json,36fc7d8fa2f1bdbf31842b75cca784e0d1f73f1031b1482ec7bfd8bd9e8d84bd,620e3c23834d5aa2c824312d73508ba7e06a93a257a470e39b295fb85b545846,32.62421875,0.30828726341064155,0.28678874065853055,0.4889245897240212,0.270248380485514,0.002900848196305759,0.21867620923850722
selective,0.8,14,selective_p0.8_r14,3008949029,4097591368,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_14.npz,results/phase4_core/states/selective/p0.8/rep_14.rng.json,1febc1e697fce0999f2472958fd11ff4fbc506c30cf66fad0acb924ca98c279e,ce9b72a1974e0738f68bc0e4a95f197088a4e893cd881eb9b811dab7bd256629,33.296875,0.29822878595603264,0.26933319305713854,0.49165614756915377,0.2730277818899664,0.0026050340781663102,0.21862836567918736
selective,0.8,15,selective_p0.8_r15,1639595617,2968306437,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_15.npz,results/phase4_core/states/selective/p0.8/rep_15.rng.json,a2a02c5d4442820686cd9cc1bd0f86a2d21cc1e67d707b43003c847378c671cf,9b6800bb595e8f86ad7005426cdf48e27334c4dd353382d28610e3bac4853405,33.1421875,0.3017870189775342,0.26427140704713326,0.48892994967783526,0.2725437549500351,0.0026322683036929203,0.21638619472780019
selective,0.8,16,selective_p0.8_r16,3769582935,1431692759,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_16.npz,results/phase4_core/states/selective/p0.8/rep_16.rng.json,45c196ae9eb236b1a09ef6d0658bea5093945e413bf156bf1b31bfaac7d25c9e,df487d38c81dff4af3651fcc2b1758683ce590fc11150a08c5a061d0666c2bba,33.2015625,0.3112685980355554,0.3711569312773162,0.47422968274056115,0.26769280221982256,0.002883706222538561,0.2065368805207386
selective,0.8,17,selective_p0.8_r17,3910878291,1802153753,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_17.npz,results/phase4_core/states/selective/p0.8/rep_17.rng.json,02a5fd1fb7cbcbbec24e8307fd26727195ce340d2430c3c6ea8c51bb92ef9224,2affce8431729be1ed2eb2f12027463e355204923c08c3a3a8e1935a5cf26588,33.29921875,0.2982970966310199,0.2899055745219877,0.4860477860341863,0.26948549353646584,0.002801747929890293,0.21656229249772047
selective,0.8,18,selective_p0.8_r18,602106289,3147532244,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_18.npz,results/phase4_core/states/selective/p0.8/rep_18.rng.json,2f1b025f5b969077030a94f6896dcf05cd5d91197abba03b0605e4f47d2cb146,3bc022f9fe4cfd79e427c4ad62571597fb957f35d9a73e3f488dd5f2292d9513,33.85390625,0.307608838234967,0.3151020556505693,0.4821278752719955,0.26653706338440303,0.0028894241741054512,0.2155908118875925
selective,0.8,19,selective_p0.8_r19,4220595213,3526188349,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_19.npz,results/phase4_core/states/selective/p0.8/rep_19.rng.json,0ede747fa91e10b35f93349ca9ef47ec2895bd9f4390ebf950078eaffcd0fd96,218c40ea4d691c332cef5484699484da92f326c8a6378e80e83872154dbb7098,32.746875,0.3032533118711399,0.3446969175999893,0.4765983138235905,0.2637063900169103,0.0026453914552245716,0.2128919238066802
selective,0.9,0,selective_p0.9_r00,3121176259,368920805,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_00.npz,results/phase4_core/states/selective/p0.9/rep_00.rng.json,b56d0274f7457fcd1bafa28a2901671f45e250be491477667cea03c0f5189978,3f3e45dbb97a42e61e2a662e9d1bfc90bad8adabafa981285a9d154edad08312,34.42578125,0.35268043416091255,0.6823502019124803,0.4534022529516506,0.23667665075716812,0.0026548166112222668,0.21672560219448248
selective,0.9,1,selective_p0.9_r01,3918140647,100062900,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_01.npz,results/phase4_core/states/selective/p0.9/rep_01.rng.json,db797581fd73feab5619efb3044ecf20cbb91099a9835336d642e3f99ced9c5b,97aded346be1fdab5cb1bb82a8ff21ea0761076fdc20abcecd13b55994d3c135,34.8046875,0.35104300034754127,0.5405968745597083,0.45813805957323506,0.23950413519333413,0.0028102406445641276,0.21863392437990092
selective,0.9,2,selective_p0.9_r02,4226271923,10640164,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_02.npz,results/phase4_core/states/selective/p0.9/rep_02.rng.json,2620a7385d0a6c01c45b613d1a4909c1b90e0bf761b7900ac12fa0aabc27860d,7ac596bced666896a1376b335fedcfb8b63a08b09ae35cc2bbd129d123ba842d,33.3734375,0.3971909039164708,0.7245111759648981,0.45842529789923325,0.22467548585294517,0.002329837202405257,0.23374981204628809
selective,0.9,3,selective_p0.9_r03,1782658569,3279121115,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_03.npz,results/phase4_core/states/selective/p0.9/rep_03.rng.json,eba63d35ae237e606c0b44874ce68ca21bb0cf502f5a98b0e2c0d59f389a5da4,83a921615ad2a6bd773f0f15eb5c70ed2afae459f184c036ec519eac4179bbba,33.065625,0.3609668677530612,0.576622914804704,0.4528192505446852,0.23739815467255432,0.0024306636687582766,0.21542109587213087
selective,0.9,4,selective_p0.9_r04,1841608718,117727008,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_04.npz,results/phase4_core/states/selective/p0.9/rep_04.rng.json,dc6c08e9e51e4cff9095cf6d40bf9e201de2f88cbcdde2a4de8e8aaeefb9b206,a8b32d79fc01a898694cedbe97df5a1a9059950e10df1d7b5bd0d3f69fe2df0b,33.8453125,0.37798713558399455,0.7034885864333944,0.4502491693326915,0.23582829039915842,0.002577776316653824,0.21442087893353307
selective,0.9,5,selective_p0.9_r05,3264466767,2359573695,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_05.npz,results/phase4_core/states/selective/p0.9/rep_05.rng.json,c464d4d9c6c892232f4dad8956dbca14c771e4c64e738307d96633f94648fbf0,36e9e6940bdd488b627bd1ef9be14b4b68d6f533e5953608ee23a6b7645e138b,33.88125,0.4217953000176484,0.850291351036346,0.45122947090801624,0.22414822749657692,0.002498766149753528,0.22708124341143932
selective,0.9,6,selective_p0.9_r06,1446514981,828893740,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_06.npz,results/phase4_core/states/selective/p0.9/rep_06.rng.json,c6907f837beb4c639d193a454fcc8c41f20bb6a375a57695ca13a764eaa03440,3eb40e124ae18d55281c07cb62fa6ac3129945890c804ae847c8a37cc05d3dcb,33.58671875,0.37269154246122305,0.6488424144325514,0.4559649102751862,0.22733576164027944,0.0026550456902352127,0.22862914863490677
selective,0.9,7,selective_p0.9_r07,2619379748,2384623833,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_07.npz,results/phase4_core/states/selective/p0.9/rep_07.rng.json,58dcdede8466b7415de68fffc3c76f8424b22d972d0defc3c949a3e2a977a31c,a789f30b53d80a8280ccc6b28ad4c9bcecff0bbfe7f02a71e50b7aef9b2d756d,34.61328125,0.35366488529814305,0.6269022414935239,0.4594091459143772,0.23700052846786213,0.0024525458688751454,0.22240861744651508
selective,0.9,8,selective_p0.9_r08,2346996660,1161691399,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_08.npz,results/phase4_core/states/selective/p0.9/rep_08.rng.json,01e5f4adfb1e9d5bea19aa142371a342b2e25ac79b64cd56009d366f3791f0eb,43ab1d3eec99be4e4820d0db8e5a93f216e917b8e59ec803400e49941ee7fb0a,33.52265625,0.35307331479808696,0.6293926576238987,0.44851410518213364,0.23360630643217184,0.0028209077474031356,0.2149077987499618
selective,0.9,9,selective_p0.9_r09,3572653432,2710709278,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_09.npz,results/phase4_core/states/selective/p0.9/rep_09.rng.json,f032d08da73f36ef26f5a305b4984b9cdf44a08ce885709922e0534911ae2f71,00d3e48a55580a2eab09d137bb995521fc5fa38ff0449c5a875e784462d33ee9,33.67890625,0.3744401611773855,0.6063973534484035,0.4604613290883635,0.23426803704564392,0.0024457391062448386,0.2261932920427196
selective,0.9,10,selective_p0.9_r10,3878443529,1273192560,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_10.npz,results/phase4_core/states/selective/p0.9/rep_10.rng.json,913362eb370768cb7d57d0f8b10e15cf10497f06e926d6789c04b0212f9037cc,a02e3fbd0d74dfefe28c3c2ab503108580cfda67aebd150c3d15bb5b4699a9b9,34.47265625,0.4050717920277707,0.7786637509540727,0.4546025896264719,0.2264861205452855,0.0026533590926371663,0.22811646908118638
selective,0.9,11,selective_p0.9_r11,2841846734,2488458031,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_11.npz,results/phase4_core/states/selective/p0.9/rep_11.rng.json,462e2e0c76b60100c1a158f59046ded812b74efba73ed63ddcbd109c6fc02080,799ca3a86758c865a1d5ee4dfb9ef5a340803a216f663c8613945ee40ad79a10,33.371875,0.39613846306789063,0.7341629984703427,0.44531282139096845,0.2283533184118207,0.0025965993549520805,0.21695950297914776
selective,0.9,12,selective_p0.9_r12,4118149899,2627987902,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_12.npz,results/phase4_core/states/selective/p0.9/rep_12.rng.json,58ee5743dc4eefa20166cdd4d676425aa2fbccfc0b027106917f016a65b25299,48fd392b72def2e51beb755bcdf9f92d58c344bbf57e52c9f27b434d4a116648,34.19609375,0.3890072728508643,0.786084835341955,0.4423020928644521,0.225771603984706,0.002311164431795576,0.2165304888797461
selective,0.9,13,selective_p0.9_r13,1469909955,4128128792,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_13.npz,results/phase4_core/states/selective/p0.9/rep_13.rng.json,613d6f47f545a2cbe327ab6faed836b1a000356adb08d0b8e5362a86cc0463b1,0d02f46330d361dd5788c6c3a15d1ad45ec79b500e2db8609cbec14005577d0e,34.4875,0.37491269614511125,0.6866841481612214,0.46042507173530356,0.23047318296959202,0.002756395409716726,0.22995188876571154
selective,0.9,14,selective_p0.9_r14,1014095401,2843694525,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_14.npz,results/phase4_core/states/selective/p0.9/rep_14.rng.json,382a7f4f37aa5e9034a26bac49d7bff88deea2a5de0da92c62818a3d5dc7ad0f,1b496c431abe44038906c6be301e7c4aab731b9eb934af97dbadb13877ba42dd,33.646875,0.3726108114895637,0.642002942690103,0.4524043199836068,0.23347655973846695,0.0025461912243048687,0.21892776024513985
selective,0.9,15,selective_p0.9_r15,933655884,1601747705,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_15.npz,results/phase4_core/states/selective/p0.9/rep_15.rng.json,171538020839f0a543dbe16a7f3c8b8717a7e65c41469bdc23f97027be1f45ca,fbe7339975b57e22cc0828757c0fbe52ffd49aa8a286d5254c15817358bfc718,33.065625,0.38887668850475665,0.6674632680878514,0.4502842467425706,0.2266188104868396,0.0022702575147851498,0.22366543625573101
selective,0.9,16,selective_p0.9_r16,1267858508,1669316909,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_16.npz,results/phase4_core/states/selective/p0.9/rep_16.rng.json,c1bab5045f8e1c910bce14ee43880d12b0a25bdce9d265207b16336afda692ed,6dc19d9be5f749277cd15aa3855431f24e14e3a54d6d68782723b1eadcd7ec28,33.284375,0.3818050719579355,0.6350932115032617,0.4648053501350607,0.23512046974661324,0.00262519531076547,0.22968488038844745
selective,0.9,17,selective_p0.9_r17,4051232197,2055376679,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_17.npz,results/phase4_core/states/selective/p0.9/rep_17.rng.json,ab24f7cdf01f43b960647efc4c6e9c5e91f6ae3d5dfbaa1c2150e169057b3a94,bb5a4c2eb1d94d259c593ca8113699afa680b648f98ca7200185b7536ddbf013,33.56328125,0.3782491143581268,0.7123940964108036,0.4455484024478654,0.22698488895342014,0.0023276783362062223,0.21856351349444528
selective,0.9,18,selective_p0.9_r18,9966927,2478269561,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_18.npz,results/phase4_core/states/selective/p0.9/rep_18.rng.json,012e614a127e048f6fed019127a63db56b3320a152ac15f6f794c2694c0fd56e,1856fd8fb49019efdf8b03bc15f917f85561a7eab8dda65c164b73ea46ba2a5e,32.92890625,0.3830327352337405,0.6774207051852641,0.45296286022034504,0.23130120076892932,0.0025983675658936764,0.22166165945141572
selective,0.9,19,selective_p0.9_r19,1296038405,2910753636,2026073104,0,200,results/phase4_core/states/selective/p0.9/rep_19.npz,results/phase4_core/states/selective/p0.9/rep_19.rng.json,f39b1bca5330f4caae8199f72c1b0b23fe9f58b45ae17dd08c10d0eef32126f9,d3ee066c72fe2a7146672b92528852da03ec44bbcafe7b07bad0f2dc7d70d401,33.37421875,0.3696586408796555,0.6789840191728127,0.44889436053913456,0.23157377596513573,0.0026289617608447535,0.21732058457399883
selective,1.0,0,selective_p1.0_r00,656706454,3904205151,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_00.npz,results/phase4_core/states/selective/p1.0/rep_00.rng.json,56677b1f6c7cae9dda0c191e319cbe730c85953598843999f13afe315ea42795,ee3f861b5bfa647dfcedf31554184722b4a200c20f3f1fc52e34ba025f0f33fa,39.49453125,0.52698639398863,1.940703559940239,0.2770772466033623,0.026760103372428463,0.0008451808928901219,0.25031714323093385
selective,1.0,1,selective_p1.0_r01,3018258810,589515778,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_01.npz,results/phase4_core/states/selective/p1.0/rep_01.rng.json,275be4841cf3013513bd61ecd65d1657d11fdadbc9f6912090d6b0f362255ec4,98d3fad3b804f24cbae400d8a4965d3f24df06fbf733a302ea2f0ea0a4a7a916,39.109375,0.4774130580222131,1.9008608311261388,0.2526763888582233,0.03038906760343794,0.000987452906370096,0.22228732125478537
selective,1.0,2,selective_p1.0_r02,2919610871,2552538163,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_02.npz,results/phase4_core/states/selective/p1.0/rep_02.rng.json,03c07354fd4624c51386a33fe82956aa2f4eab88ad728a4ba96f95e94fce523e,2067ed55b388557c7a2ea7b6aae45f9071c08d6bee32d7d001f30c73532b5eb1,39.9140625,0.5029758319649834,1.8106268327508555,0.2980063334655645,0.033757495602278684,0.0009320994186766087,0.2642488378632858
selective,1.0,3,selective_p1.0_r03,3469356913,3592936569,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_03.npz,results/phase4_core/states/selective/p1.0/rep_03.rng.json,923bf8571dcee7e03acacdf07ac98bee00b50b55066f63633aa0a64f778299a5,de9659c3bd60603d4c4875de2c3494feb573af3719e35919167b751353bce1cd,36.74765625,0.5529095706877962,1.9190161932345782,0.28764812369781145,0.025804290150179,0.0008313802547832969,0.26184383354763247
selective,1.0,4,selective_p1.0_r04,3960817352,2556421397,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_04.npz,results/phase4_core/states/selective/p1.0/rep_04.rng.json,44ce2012bc4b39501ac198e0d4f7f5905a88123665be908a40c4946f073b453e,1d3e824ef1cd7409e28fe74cbbd5c6806946569870aa3369c82f4ec60f516e0e,39.353125,0.5081217136749905,1.877784706994727,0.2966878611635775,0.02728038728531198,0.0009110740579317227,0.2694074738782655
selective,1.0,5,selective_p1.0_r05,945259839,2714718833,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_05.npz,results/phase4_core/states/selective/p1.0/rep_05.rng.json,1fbb3d586c89c146a4213113ec40a6958d186b2a3fd5af7d0e7a327df3e28d57,e4fdb25154399e6d3e4d2b3ea81b925913d8f3326599d55dadc715e0d07697c2,39.9296875,0.4652314558964362,1.890437630226721,0.27691340084727784,0.031025965173738946,0.0007715107208366004,0.24588743567353888
selective,1.0,6,selective_p1.0_r06,3071430991,2846728584,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_06.npz,results/phase4_core/states/selective/p1.0/rep_06.rng.json,a64ff8f5f075d8f133e998ae044006c704bd23831f449cddef8576f774747a30,757b8df1ad0ba83b83db6a8fc94974ea63277b9273a9fd0a15b6e1ccb5cb8469,37.99609375,0.4943312332994152,1.8848353169959662,0.2637872661500619,0.025972497172047585,0.000826302631113423,0.23781476897801435
selective,1.0,7,selective_p1.0_r07,2455995385,3458510298,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_07.npz,results/phase4_core/states/selective/p1.0/rep_07.rng.json,07c884b8a42a54e905d428905e5e9e86f41793afdfc366a65f8973fc03833789,2a7ba7b658313a6af0ffd78d57ad97d184069686f941882366a1bb34d6c9ef4e,36.73828125,0.5745459985099006,1.9541633307372188,0.29002878002446264,0.03304980488622867,0.0009481693724783782,0.256978975138234
selective,1.0,8,selective_p1.0_r08,1341420624,3954795205,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_08.npz,results/phase4_core/states/selective/p1.0/rep_08.rng.json,014054e4efce4c34469348f85f69441e943f5de4ac5514548ffb7cd88d50d3e5,8e0bd2b4a2f13fb4647bc7cefceb3842fa55069ddef884199882ca7e370498c9,40.34765625,0.4912637260768654,1.933788327317485,0.2951876572985622,0.029798939611839624,0.0008250792105255956,0.2653887176867226
selective,1.0,9,selective_p1.0_r09,3358061273,2825561690,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_09.npz,results/phase4_core/states/selective/p1.0/rep_09.rng.json,1e2ff264d7f9c8a4e577dfc3963251223683168e1f667d00975c6dda4b3cb913,3ffe4b596824ce5880d5569abb1644707428468ceb86c5b82919b46c3719194d,37.69140625,0.528036744134402,1.9190656636787735,0.2905617582107096,0.03318301512767565,0.0009761296067880002,0.257378743083034
selective,1.0,10,selective_p1.0_r10,226276626,3092717657,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_10.npz,results/phase4_core/states/selective/p1.0/rep_10.rng.json,a562727af67d471e9dc57fe96ccfe519956b1135b374adf08eb86499f1788af0,ff05707ff1737971cdcec6adeb6356bd4eb248aed6d0033651b2f7d41bc7e605,38.78671875,0.5128491631699044,1.8781788912931798,0.2748345883629545,0.030033522686997972,0.0009671500650792448,0.24480106567595653
selective,1.0,11,selective_p1.0_r11,3264452627,4198368541,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_11.npz,results/phase4_core/states/selective/p1.0/rep_11.rng.json,fdbe6148af5d3308f5c40a66934733db3fa098898fa67dcfe2e01d0a0ddc3882,a092b94a07009f114a194340a00f7631c58918a341d0e8e9e60b269bfcb343e3,39.0859375,0.54906583793484,1.872950360890128,0.2961406112002671,0.033355059348068254,0.0009197299191224563,0.2627855518521988
selective,1.0,12,selective_p1.0_r12,4205813390,1434476955,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_12.npz,results/phase4_core/states/selective/p1.0/rep_12.rng.json,7faf3d0c4859fe71cf31570906a7e9e87adb3d9f5bc793b6a285d95eeb09f777,f56423953ac41fe0363b0c449999ce6a3cad2a0994e21bb7b31ba7ba4f31c1d1,39.71171875,0.476198875910504,1.7985654011546037,0.267058503784815,0.030146901534115242,0.0009062877621658345,0.23691160225069974
selective,1.0,13,selective_p1.0_r13,3844185131,2818768728,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_13.npz,results/phase4_core/states/selective/p1.0/rep_13.rng.json,220b8a1c592ada24e1d4c1acecb27d1d87f759dfca2b99de138f15e1e52ac1a3,260000c43c69ed8d6da6574a117315b576e0da5d4c5aa558b3297d33e6cbc040,38.278125,0.5454081195187701,1.935532693293787,0.28544442211061805,0.03134603148251641,0.0009867714914506465,0.25409839062810163
selective,1.0,14,selective_p1.0_r14,2038788073,1245625167,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_14.npz,results/phase4_core/states/selective/p1.0/rep_14.rng.json,3d99c34ad1cfda0b965c63b96e8d67140b6f6b533cb647dc56f5d74581483415,3bec9d353cfdbdd5b864b450ce9274869990ac2778ba990c8fb4ef68dcd7d175,40.6765625,0.4933067668395633,1.9346210735679648,0.27046703246756154,0.026359365725917752,0.0008474948981328294,0.2441076667416438
selective,1.0,15,selective_p1.0_r15,1898229531,1251525065,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_15.npz,results/phase4_core/states/selective/p1.0/rep_15.rng.json,190b0882760c56069231e7087e9e01de56b5482ecc221a898c611b92cae4c3d4,869a33a18bbe62f9d5864791beeabf46c680f0a28d20cacfcb8f9afedfde95cf,39.546875,0.48857320357075207,1.9252976662229775,0.2644877727941119,0.03537798392538189,0.0009557925015986778,0.22910978886873
selective,1.0,16,selective_p1.0_r16,3845071290,1146757895,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_16.npz,results/phase4_core/states/selective/p1.0/rep_16.rng.json,1b401d4252e6609c2e7bebc68fe59c4d6adb36db7fb4628219515f90a9e46d19,7a282434ab043616343ec597994015d68cc627bb624bdeb1debc941585749f63,39.415625,0.49055414828954025,1.9601575459383378,0.3208149810797718,0.03098552548424712,0.0008364648930532709,0.2898294555955247
selective,1.0,17,selective_p1.0_r17,1768618910,3985354399,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_17.npz,results/phase4_core/states/selective/p1.0/rep_17.rng.json,654a49d39af5c9bd26aaf02f4473623e2a9f618e404d14aaf3e0410a70715b7e,2c92b891191084643aff9c217bffd684e5c4657b19dca4cbf87d3105ac7e4a3b,40.85625,0.5388422255843854,1.9196181352180601,0.306222004026527,0.027050708322547443,0.000909840517203088,0.2791712957039795
selective,1.0,18,selective_p1.0_r18,1006804923,3880357650,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_18.npz,results/phase4_core/states/selective/p1.0/rep_18.rng.json,aa6171e8310357beb91a6a72687b918c6541acfea9c75f682ada917f22793a59,5a5f7e1cd5c3eca171f6c456a64721ea2acc2cb3316aeb99496b5e5eaec8fa34,37.1765625,0.5236891131705348,1.8920748570289425,0.28048436534369453,0.030815280349139603,0.0009739324081043755,0.24966908499455492
selective,1.0,19,selective_p1.0_r19,4061871131,2320855329,2026073104,0,200,results/phase4_core/states/selective/p1.0/rep_19.npz,results/phase4_core/states/selective/p1.0/rep_19.rng.json,752c38b4caa3319e74c55d065fb4227e6f03f393b03c01337f55c4de59c9f349,43aac48a93a0ff7fd5f0982b0fc0d6d3be458da999f681a806c0eceafa4b4f3b,38.37734375,0.5080663703359436,1.9108514848886045,0.2781025328704907,0.03634938359217708,0.0009574846489295315,0.24175314927831362
